"Date","Flow","Flux","Std.Err","SEP","L95","U95"
"2010-01-01",0,0,0,0,0,0
"2010-01-02",0,0,0,0,0,0
"2010-01-03",0,0,0,0,0,0
"2010-01-04",0,0,0,0,0,0
"2010-01-05",0,0,0,0,0,0
"2010-01-06",0,0,0,0,0,0
"2010-01-07",0,0,0,0,0,0
"2010-01-08",0,0,0,0,0,0
"2010-01-09",0,0,0,0,0,0
"2010-01-10",0,0,0,0,0,0
"2010-01-11",0,0,0,0,0,0
"2010-01-12",0,0,0,0,0,0
"2010-01-13",0,0,0,0,0,0
"2010-01-14",0,0,0,0,0,0
"2010-01-15",0,0,0,0,0,0
"2010-01-16",0,0,0,0,0,0
"2010-01-17",0,0,0,0,0,0
"2010-01-18",0,0,0,0,0,0
"2010-01-19",0,0,0,0,0,0
"2010-01-20",1.62,1.40670740955917e-06,5.22026006137916e-07,1.27772749369519e-06,2.19439214185103e-07,4.94110029684355e-06
"2010-01-21",4840,0.0124759947348336,0.00334398136779529,0.0108702842612891,0.00208044115631678,0.042529511957107
"2010-01-22",3580,0.00846165724742575,0.00216874902288714,0.00734268162696137,0.00142013939889544,0.0287605003615429
"2010-01-23",1400,0.00257878738493918,0.000616585120193731,0.00222506639774645,0.000436708319759583,0.00872916751561471
"2010-01-24",522,0.000766195777727076,0.000188368222292518,0.000662551807516567,0.000129304608578664,0.00259767363881121
"2010-01-25",322,0.000428690239926665,0.000109364628235407,0.00037184961660104,7.19940391347394e-05,0.00145665923631487
"2010-01-26",4460,0.0112168122621036,0.00296171637595154,0.00975948653046138,0.00187461846252845,0.0381984725552071
"2010-01-27",2940,0.00657241225472532,0.00164232951770078,0.0056909502425997,0.00110683781848845,0.0223042743290971
"2010-01-28",949,0.00159010256298208,0.000379835789515727,0.00137189656337041,0.00026930860274406,0.00538220088742102
"2010-01-29",484,0.000698629468985933,0.00017235825350217,0.000604296429507651,0.00011784931467884,0.00236908435142652
"2010-01-30",313,0.000414081812227049,0.000105743600415394,0.000359209264810736,6.95311851322621e-05,0.00140710879353916
"2010-01-31",224,0.000278576431668869,7.33353230420556e-05,0.000242315958560291,4.6577648000417e-05,0.000948493703755682
"2010-02-01",168,0.000198830920329127,5.38024297298739e-05,0.000173397883962591,3.31085036563144e-05,0.000678239997057048
"2010-02-02",123,0.000138491911092896,3.86294597291456e-05,0.000121140172007997,2.29515150248131e-05,0.000473439063459748
"2010-02-03",100,0.000109163810117256,3.10634857560918e-05,9.56843312835165e-05,1.80317662301691e-05,0.000373736919806525
"2010-02-04",48.4,4.81018339072268e-05,1.46418411996323e-05,4.24815651858806e-05,7.85055806321517e-06,0.000165580855151379
"2010-02-05",0.96,8.5060276337564e-07,3.19991083455436e-07,7.74392563677909e-07,1.32194745509548e-07,2.99270941198357e-06
