# Discharge.ft^3/s.Mean@11452800.20151001.csv generated at 2018-10-12 03:54:37 (UTC+00:00) by AQUARIUS 18.1.204.0
# 
# Time series identifier: Discharge.ft^3/s.Mean@11452800
# Location: CACHE C OVERFLOW WEIR FROM SETTLING BAS NR WOOD'LD
# UTC offset: (UTC-08:00)
# Value units: ft^3/s
# Value parameter: Discharge
# Interpolation type: Preceding Constant
# Time series type: Derived
# 
# Export options: Corrected signal from 2015-10-01T08:00:00Z to 2017-10-01T08:00:00Z
# 
# CSV data starts at line 15.
# 
ISO 8601 UTC, Timestamp (UTC-08:00), Value, Approval Level, Grade, Qualifiers
2015-10-02T08:00:00Z,2015-10-02 00:00:00,0,Approved,-1,"ESTIMATED"
2015-10-03T08:00:00Z,2015-10-03 00:00:00,0,Approved,-1,"ESTIMATED"
2015-10-04T08:00:00Z,2015-10-04 00:00:00,0,Approved,-1,"ESTIMATED"
2015-10-05T08:00:00Z,2015-10-05 00:00:00,0,Approved,-1,"ESTIMATED"
2015-10-06T08:00:00Z,2015-10-06 00:00:00,0,Approved,-1,"ESTIMATED"
2015-10-07T08:00:00Z,2015-10-07 00:00:00,0,Approved,50,"ESTIMATED"
2015-10-08T08:00:00Z,2015-10-08 00:00:00,0,Approved,50,
2015-10-09T08:00:00Z,2015-10-09 00:00:00,0,Approved,50,
2015-10-10T08:00:00Z,2015-10-10 00:00:00,0,Approved,50,
2015-10-11T08:00:00Z,2015-10-11 00:00:00,0,Approved,50,
2015-10-12T08:00:00Z,2015-10-12 00:00:00,0,Approved,50,
2015-10-13T08:00:00Z,2015-10-13 00:00:00,0,Approved,50,
2015-10-14T08:00:00Z,2015-10-14 00:00:00,0,Approved,50,
2015-10-15T08:00:00Z,2015-10-15 00:00:00,0,Approved,50,
2015-10-16T08:00:00Z,2015-10-16 00:00:00,0,Approved,50,
2015-10-17T08:00:00Z,2015-10-17 00:00:00,0,Approved,50,
2015-10-18T08:00:00Z,2015-10-18 00:00:00,0,Approved,50,
2015-10-19T08:00:00Z,2015-10-19 00:00:00,0,Approved,50,
2015-10-20T08:00:00Z,2015-10-20 00:00:00,0,Approved,50,
2015-10-21T08:00:00Z,2015-10-21 00:00:00,0,Approved,50,
2015-10-22T08:00:00Z,2015-10-22 00:00:00,0,Approved,50,
2015-10-23T08:00:00Z,2015-10-23 00:00:00,0,Approved,50,
2015-10-24T08:00:00Z,2015-10-24 00:00:00,0,Approved,50,
2015-10-25T08:00:00Z,2015-10-25 00:00:00,0,Approved,50,
2015-10-26T08:00:00Z,2015-10-26 00:00:00,0,Approved,50,
2015-10-27T08:00:00Z,2015-10-27 00:00:00,0,Approved,50,
2015-10-28T08:00:00Z,2015-10-28 00:00:00,0,Approved,50,
2015-10-29T08:00:00Z,2015-10-29 00:00:00,0,Approved,50,
2015-10-30T08:00:00Z,2015-10-30 00:00:00,0,Approved,50,
2015-10-31T08:00:00Z,2015-10-31 00:00:00,0,Approved,50,
2015-11-01T08:00:00Z,2015-11-01 00:00:00,0,Approved,50,
2015-11-02T08:00:00Z,2015-11-02 00:00:00,0,Approved,50,
2015-11-03T08:00:00Z,2015-11-03 00:00:00,0,Approved,50,
2015-11-04T08:00:00Z,2015-11-04 00:00:00,0,Approved,50,
2015-11-05T08:00:00Z,2015-11-05 00:00:00,0,Approved,50,
2015-11-06T08:00:00Z,2015-11-06 00:00:00,0,Approved,50,
2015-11-07T08:00:00Z,2015-11-07 00:00:00,0,Approved,50,
2015-11-08T08:00:00Z,2015-11-08 00:00:00,0,Approved,50,
2015-11-09T08:00:00Z,2015-11-09 00:00:00,0,Approved,50,
2015-11-10T08:00:00Z,2015-11-10 00:00:00,0,Approved,50,
2015-11-11T08:00:00Z,2015-11-11 00:00:00,0,Approved,50,
2015-11-12T08:00:00Z,2015-11-12 00:00:00,0,Approved,50,
2015-11-13T08:00:00Z,2015-11-13 00:00:00,0,Approved,50,
2015-11-14T08:00:00Z,2015-11-14 00:00:00,0,Approved,50,
2015-11-15T08:00:00Z,2015-11-15 00:00:00,0,Approved,50,
2015-11-16T08:00:00Z,2015-11-16 00:00:00,0,Approved,50,
2015-11-17T08:00:00Z,2015-11-17 00:00:00,0,Approved,50,
2015-11-18T08:00:00Z,2015-11-18 00:00:00,0,Approved,50,
2015-11-19T08:00:00Z,2015-11-19 00:00:00,0,Approved,50,
2015-11-20T08:00:00Z,2015-11-20 00:00:00,0,Approved,50,
2015-11-21T08:00:00Z,2015-11-21 00:00:00,0,Approved,50,
2015-11-22T08:00:00Z,2015-11-22 00:00:00,0,Approved,50,
2015-11-23T08:00:00Z,2015-11-23 00:00:00,0,Approved,50,
2015-11-24T08:00:00Z,2015-11-24 00:00:00,0,Approved,50,
2015-11-25T08:00:00Z,2015-11-25 00:00:00,0,Approved,50,
2015-11-26T08:00:00Z,2015-11-26 00:00:00,0,Approved,50,
2015-11-27T08:00:00Z,2015-11-27 00:00:00,0,Approved,50,
2015-11-28T08:00:00Z,2015-11-28 00:00:00,0,Approved,50,
2015-11-29T08:00:00Z,2015-11-29 00:00:00,0,Approved,50,
2015-11-30T08:00:00Z,2015-11-30 00:00:00,0,Approved,50,
2015-12-01T08:00:00Z,2015-12-01 00:00:00,0,Approved,50,
2015-12-02T08:00:00Z,2015-12-02 00:00:00,0,Approved,50,
2015-12-03T08:00:00Z,2015-12-03 00:00:00,0,Approved,50,
2015-12-04T08:00:00Z,2015-12-04 00:00:00,0,Approved,50,
2015-12-05T08:00:00Z,2015-12-05 00:00:00,0,Approved,50,
2015-12-06T08:00:00Z,2015-12-06 00:00:00,0,Approved,50,
2015-12-07T08:00:00Z,2015-12-07 00:00:00,0,Approved,50,
2015-12-08T08:00:00Z,2015-12-08 00:00:00,0,Approved,50,
2015-12-09T08:00:00Z,2015-12-09 00:00:00,0,Approved,50,
2015-12-10T08:00:00Z,2015-12-10 00:00:00,0,Approved,50,
2015-12-11T08:00:00Z,2015-12-11 00:00:00,0,Approved,50,
2015-12-12T08:00:00Z,2015-12-12 00:00:00,0,Approved,50,
2015-12-13T08:00:00Z,2015-12-13 00:00:00,0,Approved,50,
2015-12-14T08:00:00Z,2015-12-14 00:00:00,0,Approved,50,
2015-12-15T08:00:00Z,2015-12-15 00:00:00,0,Approved,50,
2015-12-16T08:00:00Z,2015-12-16 00:00:00,0,Approved,50,
2015-12-17T08:00:00Z,2015-12-17 00:00:00,0,Approved,50,
2015-12-18T08:00:00Z,2015-12-18 00:00:00,0,Approved,50,
2015-12-19T08:00:00Z,2015-12-19 00:00:00,0,Approved,50,
2015-12-20T08:00:00Z,2015-12-20 00:00:00,0,Approved,50,
2015-12-21T08:00:00Z,2015-12-21 00:00:00,0,Approved,50,
2015-12-22T08:00:00Z,2015-12-22 00:00:00,0,Approved,50,
2015-12-23T08:00:00Z,2015-12-23 00:00:00,0,Approved,50,
2015-12-24T08:00:00Z,2015-12-24 00:00:00,0,Approved,50,
2015-12-25T08:00:00Z,2015-12-25 00:00:00,0,Approved,50,
2015-12-26T08:00:00Z,2015-12-26 00:00:00,0,Approved,50,
2015-12-27T08:00:00Z,2015-12-27 00:00:00,0,Approved,50,
2015-12-28T08:00:00Z,2015-12-28 00:00:00,0,Approved,50,
2015-12-29T08:00:00Z,2015-12-29 00:00:00,0,Approved,50,
2015-12-30T08:00:00Z,2015-12-30 00:00:00,0,Approved,50,
2015-12-31T08:00:00Z,2015-12-31 00:00:00,0,Approved,50,
2016-01-01T08:00:00Z,2016-01-01 00:00:00,0,Approved,50,
2016-01-02T08:00:00Z,2016-01-02 00:00:00,0,Approved,50,
2016-01-03T08:00:00Z,2016-01-03 00:00:00,0,Approved,50,
2016-01-04T08:00:00Z,2016-01-04 00:00:00,0,Approved,50,
2016-01-05T08:00:00Z,2016-01-05 00:00:00,0,Approved,50,
2016-01-06T08:00:00Z,2016-01-06 00:00:00,0,Approved,50,
