"Date","Flow","Conc","Std.Err","SEP","L95","U95"
"2016-10-01",0,0,0,0,0,0
"2016-10-02",0,0,0,0,0,0
"2016-10-03",0,0,0,0,0,0
"2016-10-04",17.6,0.268505853474822,0.201430535881735,0.242739653828802,0.0416040000912398,0.953562578934789
"2016-10-05",2.27,0.26378633652725,0.194317571484909,0.235516988922516,0.0417086300449546,0.928312957690717
"2016-10-06",0,0,0,0,0,0
"2016-10-07",0,0,0,0,0,0
"2016-10-08",0,0,0,0,0,0
"2016-10-09",0,0,0,0,0,0
"2016-10-10",0,0,0,0,0,0
"2016-10-11",0,0,0,0,0,0
"2016-10-12",0,0,0,0,0,0
"2016-10-13",0,0,0,0,0,0
"2016-10-14",0,0,0,0,0,0
"2016-10-15",0,0,0,0,0,0
"2016-10-16",0,0,0,0,0,0
"2016-10-17",0,0,0,0,0,0
"2016-10-18",0,0,0,0,0,0
"2016-10-19",0,0,0,0,0,0
"2016-10-20",0,0,0,0,0,0
"2016-10-21",0,0,0,0,0,0
"2016-10-22",0,0,0,0,0,0
"2016-10-23",0,0,0,0,0,0
"2016-10-24",0,0,0,0,0,0
"2016-10-25",0,0,0,0,0,0
"2016-10-26",0,0,0,0,0,0
"2016-10-27",0,0,0,0,0,0
"2016-10-28",0,0,0,0,0,0
"2016-10-29",0,0,0,0,0,0
"2016-10-30",0,0,0,0,0,0
"2016-10-31",0,0,0,0,0,0
"2016-11-01",0,0,0,0,0,0
"2016-11-02",0,0,0,0,0,0
"2016-11-03",0,0,0,0,0,0
"2016-11-04",0,0,0,0,0,0
"2016-11-05",0,0,0,0,0,0
"2016-11-06",0,0,0,0,0,0
"2016-11-07",0,0,0,0,0,0
"2016-11-08",0,0,0,0,0,0
"2016-11-09",0,0,0,0,0,0
"2016-11-10",0,0,0,0,0,0
"2016-11-11",0,0,0,0,0,0
"2016-11-12",0,0,0,0,0,0
"2016-11-13",0,0,0,0,0,0
"2016-11-14",0,0,0,0,0,0
"2016-11-15",0,0,0,0,0,0
"2016-11-16",0,0,0,0,0,0
"2016-11-17",0,0,0,0,0,0
"2016-11-18",0,0,0,0,0,0
"2016-11-19",0,0,0,0,0,0
"2016-11-20",0,0,0,0,0,0
"2016-11-21",0,0,0,0,0,0
"2016-11-22",0,0,0,0,0,0
"2016-11-23",0,0,0,0,0,0
"2016-11-24",0,0,0,0,0,0
"2016-11-25",0,0,0,0,0,0
"2016-11-26",0,0,0,0,0,0
"2016-11-27",0,0,0,0,0,0
"2016-11-28",0,0,0,0,0,0
"2016-11-29",0,0,0,0,0,0
"2016-11-30",0,0,0,0,0,0
"2016-12-01",0,0,0,0,0,0
"2016-12-02",0,0,0,0,0,0
"2016-12-03",0,0,0,0,0,0
"2016-12-04",0,0,0,0,0,0
"2016-12-05",0,0,0,0,0,0
"2016-12-06",0,0,0,0,0,0
"2016-12-07",0,0,0,0,0,0
"2016-12-08",0,0,0,0,0,0
"2016-12-09",0,0,0,0,0,0
"2016-12-10",0,0,0,0,0,0
"2016-12-11",180,0.0680627088200504,0.0142531544647997,0.0371770354441708,0.0212115215900984,0.168210732581698
"2016-12-12",134,0.0667305060822466,0.0137044451134347,0.0363468061766228,0.0208632325177155,0.164602140443256
"2016-12-13",37,0.0652180060349089,0.0139190088241143,0.0357243082445005,0.0202592849941296,0.161492031016132
"2016-12-14",15.4,0.0637356263687598,0.0143504551030026,0.0352104129313086,0.0196065243719818,0.158740750778269
"2016-12-15",14.9,0.0625322940833477,0.0139259322920268,0.0344833278323965,0.0192763654755214,0.155551521196961
"2016-12-16",2110,0.0619776999773886,0.012246681939408,0.0335793934150194,0.0194944046591137,0.152327870431922
"2016-12-17",832,0.0609054269086321,0.0110965223913509,0.0326679237874809,0.0193759926288919,0.148674089737079
"2016-12-18",286,0.0597729293996205,0.0104363945080448,0.0319091957491343,0.0191168429149064,0.145443631998865
"2016-12-19",121,0.0586077786629475,0.0102944876732734,0.0313073694810869,0.0187306753019234,0.142670646345799
"2016-12-20",62.8,0.0574573295981344,0.0103747311448828,0.0307868044993362,0.0183001545529662,0.140159544258569
"2016-12-21",40.1,0.0563563881683126,0.0104544566459298,0.0302918888047384,0.0178862398802154,0.137766555744353
"2016-12-22",26.3,0.0552778843057377,0.0106096828988209,0.0298366711180371,0.017461427586665,0.135513627858887
"2016-12-23",22.1,0.0542907470384382,0.0105301159010457,0.0293431146058383,0.0171236742333218,0.133214636492642
"2016-12-24",34.4,0.0535038968281079,0.00972289429422759,0.0286894312311485,0.0170270079224938,0.130580218720771
"2016-12-25",72.1,0.0527955286584045,0.00868878803349618,0.0280157134257132,0.0169988216804069,0.127946422320815
"2016-12-26",37.7,0.0517944707187305,0.00911222957068524,0.0276725779807242,0.0165499883183635,0.126099506555838
"2016-12-27",22.3,0.0508276999734305,0.0095299534969046,0.0273552439909994,0.0161082770154171,0.124359351928205
"2016-12-28",15.2,0.0499147005976486,0.0098366276322747,0.0270340574976635,0.0157064558730065,0.122649939914134
