Dates	Flow		
2012-10-17	0		
2012-10-18	0		
2012-10-19	0		
2012-10-20	0		
2012-10-21	0		
2012-10-22	0		
2012-10-23	0		
2012-10-24	0		
2012-10-25	0		
2012-10-26	0		
2012-10-27	0		
2012-10-28	0		
2012-10-29	0		
2012-10-30	0		
2012-10-31	0		
2012-11-01	0		
2012-11-02	0		
2012-11-03	0		
2012-11-04	0		
2012-11-05	0		
2012-11-06	0		
2012-11-07	0		
2012-11-08	0		
2012-11-09	0		
2012-11-10	0		
2012-11-11	0		
2012-11-12	0		
2012-11-13	0		
2012-11-14	0		
2012-11-15	0		
2012-11-16	0		
2012-11-17	0		
2012-11-18	0		
2012-11-19	0		
2012-11-20	0		
2012-11-21	0		
2012-11-22	0		
2012-11-23	0		
2012-11-24	0		
2012-11-25	0		
2012-11-26	0		
2012-11-27	0		
2012-11-28	0		
2012-11-29	0		
2012-11-30	947.9298989		
2012-12-01	1988.505575		
2012-12-02	1976.12133		
2012-12-03	3477.681591		
2012-12-04	523.4443993		
2012-12-05	347.6346199		
2012-12-06	786.6769719		
2012-12-07	356.9612726		
2012-12-08	234.4787471		
2012-12-09	183.8256963		
2012-12-10	151.0667967		
2012-12-11	131.3429488		
2012-12-12	115.8012461		
2012-12-13	105.0389528		
2012-12-14	96.98738473		
2012-12-15	90.45411251		
2012-12-16	88.9998897		
2012-12-17	90.6992264		
2012-12-18	94.12648431		
2012-12-19	115.3954803		
2012-12-20	89.33255909		
2012-12-21	59.31389119		
2012-12-22	3264.506721		
2012-12-23	3186.545709		
2012-12-24	5464.271615		
2012-12-25	1166.151536		
2012-12-26	1427.734467		
2012-12-27	978.4339595		
2012-12-28	1316.212991		
2012-12-29	1512.551783		
2012-12-30	1457.84173		
2012-12-31	1403.224191		
2013-01-01	1367.171712		
2013-01-02	1336.364164		
2013-01-03	1269.3066		
2013-01-04	996.3688837		
2013-01-05	567.989874		
2013-01-06	389.5258096		
2013-01-07	296.0654224		
2013-01-08	222.6935013		
2013-01-09	189.1786823		
2013-01-10	161.5960483		
2013-01-11	138.9474832		
2013-01-12	125.5989194		
2013-01-13	115.571409		
2013-01-14	107.0165127		
2013-01-15	102.7377603		
2013-01-16	98.99920139		
2013-01-17	95.39380139		
2013-01-18	91.69902342		
2013-01-19	88.25489512		
2013-01-20	85.30435446		
2013-01-21	82.46448382		
2013-01-22	79.4672584		
2013-01-23	77.48828425		
2013-01-24	78.23889143		
2013-01-25	77.03550199		
2013-01-26	75.49329529		
2013-01-27	73.9510886		
2013-01-28	72.4088819		
2013-01-29	70.8666752		
2013-01-30	69.14309387		
2013-01-31	66.4832678		
2013-02-01	64.15275806		
2013-02-02	61.67557909		
2013-02-03	60.0572566		
2013-02-04	58.97377879		
2013-02-05	57.54199461		
2013-02-06	56.21163034		
2013-02-07	56.10542136		
2013-02-08	56.64470197		
2013-02-09	55.23476874		
2013-02-10	55.93506906		
2013-02-11	54.41983177		
2013-02-12	52.48151194		
2013-02-13	52.32211305		
2013-02-14	51.99814751		
2013-02-15	51.29247173		
2013-02-16	50.15872522		
2013-02-17	49.37207271		
2013-02-18	49.07202372		
2013-02-19	49.49378656		
2013-02-20	48.25378457		
2013-02-21	47.18737022		
2013-02-22	47.09856016		
2013-02-23	45.71763058		
2013-02-24	43.09073103		
2013-02-25	42.25509614		
2013-02-26	40.87215427		
2013-02-27	40.24322944		
2013-02-28	39.40822065		
2013-03-01	39.22946613		
2013-03-02	38.74264255		
2013-03-03	38.68152508		
2013-03-04	39.34083512		
2013-03-05	39.29801797		
2013-03-06	39.99996012		
2013-03-07	42.00808021		
2013-03-08	48.14834382		
2013-03-09	45.6952836		
2013-03-10	42.15948605		
2013-03-11	40.70889165		
2013-03-12	39.75613263		
2013-03-13	38.22160291		
2013-03-14	31.4564995		
2013-03-15	18.9953722		
2013-03-16	12.08732344		
2013-03-17	9.832101858		
2013-03-18	7.808763984		
2013-03-19	6.9127335		
2013-03-20	5.71541732		
2013-03-21	4.461947273		
2013-03-22	4.347087412		
2013-03-23	4.284050154		
2013-03-24	4.285904191		
2013-03-25	4.297028413		
2013-03-26	4.332255116		
2013-03-27	4.347087412		
2013-03-28	4.361919708		
2013-03-29	4.361919708		
2013-03-30	4.361919708		
2013-03-31	4.361919708		
2013-04-01	5.755765513		
2013-04-02	8.371844818		
2013-04-03	5.629655154		
2013-04-04	4.361919708		
2013-04-05	5.426224858		
2013-04-06	7.513507022		
2013-04-07	6.509262613		
2013-04-08	4.522837481		
2013-04-09	4.328547042		
2013-04-10	4.311860709		
2013-04-11	4.35450356		
2013-04-12	4.295174376		
2013-04-13	4.315568783		
2013-04-14	4.33596319		
2013-04-15	4.302590524		
2013-04-16	4.259947674		
2013-04-17	4.221012897		
2013-04-18	4.263655748		
2013-04-19	4.285904191		
2013-04-20	4.334109153		
2013-04-21	4.302590524		
2013-04-22	4.332255116		
2013-04-23	2.1897022		
2013-04-24	0		
2013-04-25	0		
2013-04-26	0		
2013-04-27	0		
2013-04-28	0		
2013-04-29	0		
2013-04-30	0		
2013-05-01	0		
2013-05-02	0		
2013-05-03	0		
2013-05-04	0		
2013-05-05	0		
2013-05-06	0		
2013-05-07	0		
2013-05-08	0		
2013-05-09	0		
2013-05-10	0		
2013-05-11	0		
2013-05-12	0		
2013-05-13	0		
2013-05-14	0		
2013-05-15	0		
2013-05-16	0		
2013-05-17	0		
2013-05-18	0		
2013-05-19	0		
2013-05-20	0		
2013-05-21	0		
2013-05-22	0		
2013-05-23	0		
2013-05-24	0		
2013-05-25	0		
2013-05-26	0		
2013-05-27	0		
2013-05-28	0		
2013-05-29	0		
2013-05-30	0		
2013-05-31	0		
2013-06-01	0		
2013-06-02	0		
2013-06-03	0		
2013-06-04	0		
2013-06-05	0		
2013-06-06	0		
2013-06-07	0		
2013-06-08	0		
2013-06-09	0		
2013-06-10	0		
2013-06-11	0		
2013-06-12	0		
2013-06-13	0		
2013-06-14	0		
2013-06-15	0		
2013-06-16	0		
2013-06-17	0		
2013-06-18	0		
2013-06-19	0		
2013-06-20	0		
2013-06-21	0		
2013-06-22	0		
2013-06-23	0		
2013-06-24	0		
2013-06-25	0		
2013-06-26	0		
2013-06-27	0		
2013-06-28	0		
2013-06-29	0		
2013-06-30	0		
2013-07-01	0		
2013-07-02	0		
2013-07-03	0		
2013-07-04	0		
2013-07-05	0		
2013-07-06	0		
2013-07-07	0		
2013-07-08	0		
2013-07-09	0		
2013-07-10	0		
2013-07-11	0		
2013-07-12	0		
2013-07-13	0		
2013-07-14	0		
2013-07-15	0		
2013-07-16	0		
2013-07-17	0		
2013-07-18	0		
2013-07-19	0		
2013-07-20	0		
2013-07-21	0		
2013-07-22	0		
2013-07-23	0		
2013-07-24	0		
2013-07-25	0		
2013-07-26	0		
2013-07-27	0		
2013-07-28	0		
2013-07-29	0		
2013-07-30	0		
2013-07-31	0		
2013-08-01	0		
2013-08-02	0		
2013-08-03	0		
2013-08-04	0		
2013-08-05	0		
2013-08-06	0		
2013-08-07	0		
2013-08-08	0		
2013-08-09	0		
2013-08-10	0		
2013-08-11	0		
2013-08-12	0		
2013-08-13	0		
2013-08-14	0		
2013-08-15	0		
2013-08-16	0		
2013-08-17	0		
2013-08-18	0		
2013-08-19	0		
2013-08-20	0		
2013-08-21	0		
2013-08-22	0		
2013-08-23	0		
2013-08-24	0		
2013-08-25	0		
2013-08-26	0		
2013-08-27	0		
2013-08-28	0		
2013-08-29	0		
2013-08-30	0		
2013-08-31	0		
2013-09-01	0		
2013-09-02	0		
2013-09-03	0		
2013-09-04	0		
2013-09-05	0		
2013-09-06	0		
2013-09-07	0		
2013-09-08	0		
2013-09-09	0		
2013-09-10	0		
2013-09-11	0		
2013-09-12	0		
2013-09-13	0		
2013-09-14	0		
2013-09-15	0		
2013-09-16	0		
2013-09-17	0		
2013-09-18	0		
2013-09-19	0		
2013-09-20	0		
2013-09-21	0		
2013-09-22	0		
2013-09-23	0		
2013-09-24	0		
2013-09-25	0		
2013-09-26	0		
2013-09-27	0		
2013-09-28	0		
2013-09-29	0		
2013-09-30	0		
2013-10-01	0		
2013-10-02	0		
2013-10-03	0		
2013-10-04	0		
2013-10-05	0		
2013-10-06	0		
2013-10-07	0		
2013-10-08	0		
2013-10-09	0		
2013-10-10	0		
2013-10-11	0		
2013-10-12	0		
2013-10-13	0		
2013-10-14	0		
2013-10-15	0		
2013-10-16	0		
2013-10-17	0		
2013-10-18	0		
2013-10-19	0		
2013-10-20	0		
2013-10-21	0		
2013-10-22	0		
2013-10-23	0		
2013-10-24	0		
2013-10-25	0		
2013-10-26	0		
2013-10-27	0		
2013-10-28	0		
2013-10-29	0		
2013-10-30	0		
2013-10-31	0		
2013-11-01	0		
2013-11-02	0		
2013-11-03	0		
2013-11-04	0		
2013-11-05	0		
2013-11-06	0		
2013-11-07	0		
2013-11-08	0		
2013-11-09	0		
2013-11-10	0		
2013-11-11	0		
2013-11-12	0		
2013-11-13	0		
2013-11-14	0		
2013-11-15	0		
2013-11-16	0		
2013-11-17	0		
2013-11-18	0		
2013-11-19	0		
2013-11-20	0		
2013-11-21	0		
2013-11-22	0		
2013-11-23	0		
2013-11-24	0		
2013-11-25	0		
2013-11-26	0		
2013-11-27	0		
2013-11-28	0		
2013-11-29	0		
2013-11-30	0		
2013-12-01	0		
2013-12-02	0		
2013-12-03	0		
2013-12-04	0		
2013-12-05	0		
2013-12-06	0		
2013-12-07	0		
2013-12-08	0		
2013-12-09	0		
2013-12-10	0		
2013-12-11	0		
2013-12-12	0		
2013-12-13	0		
2013-12-14	0		
2013-12-15	0		
2013-12-16	0		
2013-12-17	0		
2013-12-18	0		
2013-12-19	0		
2013-12-20	0		
2013-12-21	0		
2013-12-22	0		
2013-12-23	0		
2013-12-24	0		
2013-12-25	0		
2013-12-26	0		
2013-12-27	0		
2013-12-28	0		
2013-12-29	0		
2013-12-30	0		
2013-12-31	0		
2014-01-01	0		
2014-01-02	0		
2014-01-03	0		
2014-01-04	0		
2014-01-05	0		
2014-01-06	0		
2014-01-07	0		
2014-01-08	0		
2014-01-09	0		
2014-01-10	0		
2014-01-11	0		
2014-01-12	0		
2014-01-13	0		
2014-01-14	0		
2014-01-15	0		
2014-01-16	0		
2014-01-17	0		
2014-01-18	0		
2014-01-19	0		
2014-01-20	0		
2014-01-21	0		
2014-01-22	0		
2014-01-23	0		
2014-01-24	0		
2014-01-25	0		
2014-01-26	0		
2014-01-27	0		
2014-01-28	0		
2014-01-29	0		
2014-01-30	0		
2014-01-31	0		
2014-02-01	0		
2014-02-02	0		
2014-02-03	0		
2014-02-04	0		
2014-02-05	0		
2014-02-06	0		
2014-02-07	0		
2014-02-08	0		
2014-02-09	0		
2014-02-10	0		
2014-02-11	4.575248618		
2014-02-12	0		
2014-02-13	0		
2014-02-14	0		
2014-02-15	0		
2014-02-16	0		
2014-02-17	0		
2014-02-18	0		
2014-02-19	0		
2014-02-20	0		
2014-02-21	0		
2014-02-22	0		
2014-02-23	0		
2014-02-24	0		
2014-02-25	0		
2014-02-26	0		
2014-02-27	0		
2014-02-28	0		
2014-03-01	76.15779941		
2014-03-02	220.2151261		
2014-03-03	101.5349883		
2014-03-04	59.83766938		
2014-03-05	40.17677431		
2014-03-06	69.2673717		
2014-03-07	47.80188501		
2014-03-08	24.00317004		
2014-03-09	6.748252253		
2014-03-10	0.451370626		
2014-03-11	0		
2014-03-12	0		
2014-03-13	0		
2014-03-14	0		
2014-03-15	0		
2014-03-16	0		
2014-03-17	0		
2014-03-18	0		
2014-03-19	0		
2014-03-20	0		
2014-03-21	0		
2014-03-22	0		
2014-03-23	0		
2014-03-24	0		
2014-03-25	0		
2014-03-26	0		
2014-03-27	0		
2014-03-28	0		
2014-03-29	0		
2014-03-30	0		
2014-03-31	0		
2014-04-01	0		
2014-04-02	64.64926371		
2014-04-03	167.8368542		
2014-04-04	118.4090395		
2014-04-05	80.51769774		
2014-04-06	59.49793645		
2014-04-07	38.15759922		
2014-04-08	6.269934438		
2014-04-09	0		
2014-04-10	0		
2014-04-11	0		
2014-04-12	0		
2014-04-13	0		
2014-04-14	0		
2014-04-15	0		
2014-04-16	0		
2014-04-17	0		
2014-04-18	0		
2014-04-19	0		
2014-04-20	0		
2014-04-21	0		
2014-04-22	0		
2014-04-23	0		
2014-04-24	0		
2014-04-25	0		
2014-04-26	0		
2014-04-27	0		
2014-04-28	0		
2014-04-29	0		
2014-04-30	0		
2014-05-01	0		
2014-05-02	0		
2014-05-03	0		
2014-05-04	0		
2014-05-05	0		
2014-05-06	0		
2014-05-07	0		
2014-05-08	0		
2014-05-09	0		
2014-05-10	0		
2014-05-11	0		
2014-05-12	0		
2014-05-13	0		
2014-05-14	0		
2014-05-15	0		
2014-05-16	0		
2014-05-17	0		
2014-05-18	0		
2014-05-19	0		
2014-05-20	0		
2014-05-21	0		
2014-05-22	0		
2014-05-23	0		
2014-05-24	0		
2014-05-25	0		
2014-05-26	0		
2014-05-27	0		
2014-05-28	0		
2014-05-29	0		
2014-05-30	0		
2014-05-31	0		
2014-06-01	0		
2014-06-02	0		
2014-06-03	0		
2014-06-04	0		
2014-06-05	0		
2014-06-06	0		
2014-06-07	0		
2014-06-08	0		
2014-06-09	0		
2014-06-10	0		
2014-06-11	0		
2014-06-12	0		
2014-06-13	0		
2014-06-14	0		
2014-06-15	0		
2014-06-16	0		
2014-06-17	0		
2014-06-18	0		
2014-06-19	0		
2014-06-20	0		
2014-06-21	0		
2014-06-22	0		
2014-06-23	0		
2014-06-24	0		
2014-06-25	0		
2014-06-26	0		
2014-06-27	0		
2014-06-28	0		
2014-06-29	0		
2014-06-30	0		
2014-07-01	0		
2014-07-02	0		
2014-07-03	0		
2014-07-04	0		
2014-07-05	0		
2014-07-06	0		
2014-07-07	0		
2014-07-08	0		
2014-07-09	0		
2014-07-10	0		
2014-07-11	0		
2014-07-12	0		
2014-07-13	0		
2014-07-14	0		
2014-07-15	0		
2014-07-16	0		
2014-07-17	0		
2014-07-18	0		
2014-07-19	0		
2014-07-20	0		
2014-07-21	0		
2014-07-22	0		
2014-07-23	0		
2014-07-24	0		
2014-07-25	0		
2014-07-26	0		
2014-07-27	0		
2014-07-28	0		
2014-07-29	0		
2014-07-30	0		
2014-07-31	0		
2014-08-01	0		
2014-08-02	0		
2014-08-03	0		
2014-08-04	0		
2014-08-05	0		
2014-08-06	0		
2014-08-07	0		
2014-08-08	0		
2014-08-09	0		
2014-08-10	0		
2014-08-11	0		
2014-08-12	0		
2014-08-13	0		
2014-08-14	0		
2014-08-15	0		
2014-08-16	0		
2014-08-17	0		
2014-08-18	0		
2014-08-19	0		
2014-08-20	0		
2014-08-21	0		
2014-08-22	0		
2014-08-23	0		
2014-08-24	0		
2014-08-25	0		
2014-08-26	0		
2014-08-27	0		
2014-08-28	0		
2014-08-29	0		
2014-08-30	0		
2014-08-31	0		
2014-09-01	0		
2014-09-02	0		
2014-09-03	0		
2014-09-04	0		
2014-09-05	0		
2014-09-06	0		
2014-09-07	0		
2014-09-08	0		
2014-09-09	0		
2014-09-10	0		
2014-09-11	0		
2014-09-12	0		
2014-09-13	0		
2014-09-14	0		
2014-09-15	0		
2014-09-16	0		
2014-09-17	0		
2014-09-18	0		
2014-09-19	0		
2014-09-20	0		
2014-09-21	0		
2014-09-22	0		
2014-09-23	0		
2014-09-24	0		
2014-09-25	0		
2014-09-26	0		
2014-09-27	0		
2014-09-28	0		
2014-09-29	0		
2014-09-30	0		
2014-10-01	0		
2014-10-02	0		
2014-10-03	0		
2014-10-04	0		
2014-10-05	0		
2014-10-06	0		
2014-10-07	0		
2014-10-08	0		
2014-10-09	0		
2014-10-10	0		
2014-10-11	0		
2014-10-12	0		
2014-10-13	0		
2014-10-14	0		
2014-10-15	0		
2014-10-16	0		
2014-10-17	0		
2014-10-18	0		
2014-10-19	0		
2014-10-20	0		
2014-10-21	0		
2014-10-22	0		
2014-10-23	0		
2014-10-24	0		
2014-10-25	0		
2014-10-26	0		
2014-10-27	0		
2014-10-28	0		
2014-10-29	0		
2014-10-30	0		
2014-10-31	0		
2014-11-01	0		
2014-11-02	0		
2014-11-03	0		
2014-11-04	0		
2014-11-05	0		
2014-11-06	0		
2014-11-07	0		
2014-11-08	0		
2014-11-09	0		
2014-11-10	0		
2014-11-11	0		
2014-11-12	0		
2014-11-13	0		
2014-11-14	0		
2014-11-15	0		
2014-11-16	0		
2014-11-17	0		
2014-11-18	0		
2014-11-19	0		
2014-11-20	0		
2014-11-21	0		
2014-11-22	0		
2014-11-23	0		
2014-11-24	0		
2014-11-25	0		
2014-11-26	0		
2014-11-27	0		
2014-11-28	0		
2014-11-29	0		
2014-11-30	0		
2014-12-01	0		
2014-12-02	0		
2014-12-03	0		
2014-12-04	67.70463896		
2014-12-05	186.9322927		
2014-12-06	36.42433353		
2014-12-07	88.86130487		
2014-12-08	61.23798927		
2014-12-09	12.78369552		
2014-12-10	0.146884127		
2014-12-11	165.2710997		
2014-12-12	8223.580532		
2014-12-13	1321.022148		
2014-12-14	498.0421855		
2014-12-15	349.9519671		
2014-12-16	1778.789779		
2014-12-17	1386.464181		
2014-12-18	838.4981382		
2014-12-19	636.3668839		
2014-12-20	1336.187106		
2014-12-21	682.1007942		
2014-12-22	555.1679227		
2014-12-23	374.4646956		
2014-12-24	261.6967308		
2014-12-25	192.9042579		
2014-12-26	149.8642354		
2014-12-27	117.6433606		
2014-12-28	95.42103849		
2014-12-29	79.33652404		
2014-12-30	65.98887577		
2014-12-31	55.59865474		
2015-01-01	48.66471505		
2015-01-02	40.54698966		
2015-01-03	34.04695546		
2015-01-04	28.45789096		
2015-01-05	24.18385883		
2015-01-06	18.69793582		
2015-01-07	14.08405535		
2015-01-08	11.17365366		
2015-01-09	8.721150001		
2015-01-10	6.017848448		
2015-01-11	3.810839769		
2015-01-12	2.433669327		
2015-01-13	1.256167113		
2015-01-14	0.252968739		
2015-01-15	0.004625217		
2015-01-16	0		
2015-01-17	0		
2015-01-18	0		
2015-01-19	0		
2015-01-20	0		
2015-01-21	0		
2015-01-22	0		
2015-01-23	0		
2015-01-24	0		
2015-01-25	0		
2015-01-26	0		
2015-01-27	0		
2015-01-28	0		
2015-01-29	0		
2015-01-30	0		
2015-01-31	0		
2015-02-01	0		
2015-02-02	0		
2015-02-03	0		
2015-02-04	0		
2015-02-05	0		
2015-02-06	0		
2015-02-07	2012.934319		
2015-02-08	1027.567718		
2015-02-09	1598.104298		
2015-02-10	893.961165		
2015-02-11	443.3464814		
2015-02-12	281.6634048		
2015-02-13	200.5897621		
2015-02-14	154.4432505		
2015-02-15	125.310202		
2015-02-16	103.5708326		
2015-02-17	87.0571049		
2015-02-18	73.54769498		
2015-02-19	52.19697163		
2015-02-20	44.89616262		
2015-02-21	37.84346564		
2015-02-22	31.21863916		
2015-02-23	24.91853888		
2015-02-24	17.78766749		
2015-02-25	10.30136128		
2015-02-26	3.501078848		
2015-02-27	0.439760389		
2015-02-28	0.005368817		
2015-03-01	0		
2015-03-02	0		
2015-03-03	0		
2015-03-04	0		
2015-03-05	0		
2015-03-06	0		
2015-03-07	0		
2015-03-08	0		
2015-03-09	0		
2015-03-10	0		
2015-03-11	0		
2015-03-12	0		
2015-03-13	0		
2015-03-14	0		
2015-03-15	0		
2015-03-16	0		
2015-03-17	0		
2015-03-18	0		
2015-03-19	0		
2015-03-20	0		
2015-03-21	0		
2015-03-22	0		
2015-03-23	0		
2015-03-24	0		
2015-03-25	0		
2015-03-26	0		
2015-03-27	0		
2015-03-28	0		
2015-03-29	0		
2015-03-30	0		
2015-03-31	0		
2015-04-01	0		
2015-04-02	0		
2015-04-03	0		
2015-04-04	0		
2015-04-05	0		
2015-04-06	0		
2015-04-07	0		
2015-04-08	0		
2015-04-09	0		
2015-04-10	0		
2015-04-11	0		
2015-04-12	0		
2015-04-13	0		
2015-04-14	0		
2015-04-15	0		
2015-04-16	0		
2015-04-17	0		
2015-04-18	0		
2015-04-19	0		
2015-04-20	0		
2015-04-21	0		
2015-04-22	0		
2015-04-23	0		
2015-04-24	0		
2015-04-25	0		
2015-04-26	0		
2015-04-27	0		
2015-04-28	0		
2015-04-29	0		
2015-04-30	0		
2015-05-01	0		
2015-05-02	0		
2015-05-03	0		
2015-05-04	0		
2015-05-05	0		
2015-05-06	0		
2015-05-07	0		
2015-05-08	0		
2015-05-09	0		
2015-05-10	0		
2015-05-11	0		
2015-05-12	0		
2015-05-13	0		
2015-05-14	0		
2015-05-15	0		
2015-05-16	0		
2015-05-17	0		
2015-05-18	0		
2015-05-19	0		
2015-05-20	0		
2015-05-21	0		
2015-05-22	0		
2015-05-23	0		
2015-05-24	0		
2015-05-25	0		
2015-05-26	0		
2015-05-27	0		
2015-05-28	0		
2015-05-29	0		
2015-05-30	0		
2015-05-31	0		
2015-06-01	0		
2015-06-02	0		
2015-06-03	0		
2015-06-04	0		
2015-06-05	0		
2015-06-06	0		
2015-06-07	0		
2015-06-08	0		
2015-06-09	0		
2015-06-10	0		
2015-06-11	0		
2015-06-12	0		
2015-06-13	0		
2015-06-14	0		
2015-06-15	0		
2015-06-16	0		
2015-06-17	0		
2015-06-18	0		
2015-06-19	0		
2015-06-20	0		
2015-06-21	0		
2015-06-22	0		
2015-06-23	0		
2015-06-24	0		
2015-06-25	0		
2015-06-26	0		
2015-06-27	0		
2015-06-28	0		
2015-06-29	0		
2015-06-30	0		
2015-07-01	0		
2015-07-02	0		
2015-07-03	0		
2015-07-04	0		
2015-07-05	0		
2015-07-06	0		
2015-07-07	0		
2015-07-08	0		
2015-07-09	0		
2015-07-10	0		
2015-07-11	0		
2015-07-12	0		
2015-07-13	0		
2015-07-14	0		
2015-07-15	0		
2015-07-16	0		
2015-07-17	0		
2015-07-18	0		
2015-07-19	0		
2015-07-20	0		
2015-07-21	0		
2015-07-22	0		
2015-07-23	0		
2015-07-24	0		
2015-07-25	0		
2015-07-26	0		
2015-07-27	0		
2015-07-28	0		
2015-07-29	0		
2015-07-30	0		
2015-07-31	0		
2015-08-01	0		
2015-08-02	0		
2015-08-03	0		
2015-08-04	0		
2015-08-05	0		
2015-08-06	0		
2015-08-07	0		
2015-08-08	0		
2015-08-09	0		
2015-08-10	0		
2015-08-11	0		
2015-08-12	0		
2015-08-13	0		
2015-08-14	0		
2015-08-15	0		
2015-08-16	0		
2015-08-17	0		
2015-08-18	0		
2015-08-19	0		
2015-08-20	0		
2015-08-21	0		
2015-08-22	0		
2015-08-23	0		
2015-08-24	0		
2015-08-25	0		
2015-08-26	0		
2015-08-27	0		
2015-08-28	0		
2015-08-29	0		
2015-08-30	0		
2015-08-31	0		
2015-09-01	0		
2015-09-02	0		
2015-09-03	0		
2015-09-04	0		
2015-09-05	0		
2015-09-06	0		
2015-09-07	0		
2015-09-08	0		
2015-09-09	0		
2015-09-10	0		
2015-09-11	0		
2015-09-12	0		
2015-09-13	0		
2015-09-14	0		
2015-09-15	0		
2015-09-16	0		
2015-09-17	0		
2015-09-18	0		
2015-09-19	0		
2015-09-20	0		
2015-09-21	0		
2015-09-22	0		
2015-09-23	0		
2015-09-24	0		
2015-09-25	0		
2015-09-26	0		
2015-09-27	0		
2015-09-28	0		
2015-09-29	0		
2015-09-30	0		
2015-10-01	0		
2015-10-02	0		
2015-10-03	0		
2015-10-04	0		
2015-10-05	0		
2015-10-06	0		
2015-10-07	0		
2015-10-08	0		
2015-10-09	0		
2015-10-10	0		
2015-10-11	0		
2015-10-12	0		
2015-10-13	0		
2015-10-14	0		
2015-10-15	0		
2015-10-16	0		
2015-10-17	0		
2015-10-18	0		
2015-10-19	0		
2015-10-20	0		
2015-10-21	0		
2015-10-22	0		
2015-10-23	0		
2015-10-24	0		
2015-10-25	0		
2015-10-26	0		
2015-10-27	0		
2015-10-28	0		
2015-10-29	0		
2015-10-30	0		
2015-10-31	0		
2015-11-01	0		
2015-11-02	0		
2015-11-03	0		
2015-11-04	0		
2015-11-05	0		
2015-11-06	0		
2015-11-07	0		
2015-11-08	0		
2015-11-09	0		
2015-11-10	0		
2015-11-11	0		
2015-11-12	0		
2015-11-13	0		
2015-11-14	0		
2015-11-15	0		
2015-11-16	0		
2015-11-17	0		
2015-11-18	0		
2015-11-19	0		
2015-11-20	0		
2015-11-21	0		
2015-11-22	0		
2015-11-23	0		
2015-11-24	0		
2015-11-25	0		
2015-11-26	0		
2015-11-27	0		
2015-11-28	0		
2015-11-29	0		
2015-11-30	0		
2015-12-01	0		
2015-12-02	0		
2015-12-03	0		
2015-12-04	0		
2015-12-05	0		
2015-12-06	0		
2015-12-07	0		
2015-12-08	0		
2015-12-09	0		
2015-12-10	0		
2015-12-11	0		
2015-12-12	0		
2015-12-13	0		
2015-12-14	0		
2015-12-15	0		
2015-12-16	0		
2015-12-17	0		
2015-12-18	0		
2015-12-19	0		
2015-12-20	0		
2015-12-21	0		
2015-12-22	0		
2015-12-23	0		
2015-12-24	0		
2015-12-25	0		
2015-12-26	0		
2015-12-27	0		
2015-12-28	0		
2015-12-29	0		
2015-12-30	0		
2015-12-31	0		
2016-01-01	0		
2016-01-02	0		
2016-01-03	0		
2016-01-04	0		
2016-01-05	0		
2016-01-06	0		
2016-01-07	14.98804584		
2016-01-08	123.5762059		
2016-01-09	173.6039609		
2016-01-10	143.9617293		
2016-01-11	111.1151893		
2016-01-12	92.50321261		
2016-01-13	72.67185757		
2016-01-14	62.55019651		
2016-01-15	163.0588685		
2016-01-16	250.0365748		
2016-01-17	331.9354196		
2016-01-18	645.8373398		
2016-01-19	809.8183334		
2016-01-20	1002.408439		
2016-01-21	606.7950275		
2016-01-22	428.5002247		
2016-01-23	384.2529835		
2016-01-24	379.005727		
2016-01-25	341.010988		
2016-01-26	302.9001518		
2016-01-27	273.2005396		
2016-01-28	247.164412		
2016-01-29	228.5762693		
2016-01-30	216.8512977		
2016-01-31	221.3055264		
2016-02-01	215.9970686		
2016-02-02	205.1403496		
2016-02-03	190.692303		
2016-02-04	177.8962275		
2016-02-05	158.2387405		
2016-02-06	139.2937445		
2016-02-07	130.4053881		
2016-02-08	124.7499142		
2016-02-09	114.7501927		
2016-02-10	103.575816		
2016-02-11	92.39058289		
2016-02-12	81.64129058		
2016-02-13	70.68110666		
2016-02-14	60.34281019		
2016-02-15	51.46356922		
2016-02-16	44.62922333		
2016-02-17	39.66257161		
2016-02-18	35.65835736		
2016-02-19	31.63467938		
2016-02-20	29.68757998		
2016-02-21	34.74036004		
2016-02-22	56.11340417		
2016-02-23	68.86941679		
2016-02-24	70.62466709		
2016-02-25	66.67268106		
2016-02-26	59.52505882		
2016-02-27	50.13150416		
2016-02-28	42.45251938		
2016-02-29	36.80961877		
2016-03-01	32.34059666		
2016-03-02	28.74691868		
2016-03-03	25.67733201		
2016-03-04	23.12161082		
2016-03-05	21.8393369		
2016-03-06	852.7084561		
2016-03-07	1743.18829		
2016-03-08	1543.049968		
2016-03-09	773.274301		
2016-03-10	598.1942437		
2016-03-11	2738.615085		
2016-03-12	2973.959339		
2016-03-13	2741.917008		
2016-03-14	2207.421862		
2016-03-15	1657.432716		
2016-03-16	1782.383473		
2016-03-17	2195.667724		
2016-03-18	2107.237839		
2016-03-19	1492.518997		
2016-03-20	1108.105344		
2016-03-21	988.3927957		
2016-03-22	1007.940542		
2016-03-23	898.3081723		
2016-03-24	824.6502762		
2016-03-25	748.0382726		
2016-03-26	868.6502705		
2016-03-27	930.2270674		
2016-03-28	918.5968169		
2016-03-29	912.5072961		
2016-03-30	885.9701107		
2016-03-31	877.6660514		
2016-04-01	713.4181409		
2016-04-02	539.5296901		
2016-04-03	523.8446285		
2016-04-04	521.4252473		
2016-04-05	486.2602167		
2016-04-06	384.6636077		
2016-04-07	269.7884698		
2016-04-08	214.5849097		
2016-04-09	206.1726942		
