# Discharge.ft^3/s@11452800.20170930.csv generated at 2019-10-01 09:47:13 (UTC+00:00) by AQUARIUS 19.1.110.0
# 
# Time series identifier: Discharge.ft^3/s@11452800
# Location: CACHE C OVERFLOW WEIR FROM SETTLING BAS NR WOOD'LD
# UTC offset: (UTC-08:00)
# Value units: ft^3/s
# Value parameter: Discharge
# Interpolation type: Instantaneous Values
# Time series type: Derived
# 
# Export options: Corrected signal from 2017-09-30T08:00:00Z to 2018-10-02T07:59:00Z
# 
# CSV data starts at line 15.
# 
ISO 8601 UTC, Timestamp (UTC-08:00), Value, Approval Level, Grade, Qualifiers
2017-10-01T08:00:00Z,2017-10-01 00:00:00,0,Approved,50,"SEASONAL"
2017-10-01T10:00:00Z,2017-10-01 02:00:00,0,Approved,50,
2017-10-01T12:00:00Z,2017-10-01 04:00:00,0,Approved,50,"ESTIMATED"
2017-10-01T14:00:00Z,2017-10-01 06:00:00,0,Approved,50,"ESTIMATED"
2017-10-01T16:00:00Z,2017-10-01 08:00:00,0,Approved,50,"ESTIMATED"
2017-10-01T18:00:00Z,2017-10-01 10:00:00,0,Approved,50,"ESTIMATED"
2017-10-01T20:00:00Z,2017-10-01 12:00:00,0,Approved,50,"ESTIMATED"
2017-10-01T22:00:00Z,2017-10-01 14:00:00,0,Approved,50,"ESTIMATED"
2017-10-02T00:00:00Z,2017-10-01 16:00:00,0,Approved,50,"ESTIMATED"
2017-10-02T02:00:00Z,2017-10-01 18:00:00,0,Approved,50,"ESTIMATED"
2017-10-02T04:00:00Z,2017-10-01 20:00:00,0,Approved,50,"ESTIMATED"
2017-10-02T06:00:00Z,2017-10-01 22:00:00,0,Approved,50,"ESTIMATED"
2017-10-02T08:00:00Z,2017-10-02 00:00:00,0,Approved,50,"ESTIMATED"
2017-10-02T10:00:00Z,2017-10-02 02:00:00,0,Approved,50,"ESTIMATED"
2017-10-02T12:00:00Z,2017-10-02 04:00:00,0,Approved,50,"ESTIMATED"
2017-10-02T14:00:00Z,2017-10-02 06:00:00,0,Approved,50,"ESTIMATED"
2017-10-02T16:00:00Z,2017-10-02 08:00:00,0,Approved,50,"ESTIMATED"
2017-10-02T18:00:00Z,2017-10-02 10:00:00,0,Approved,50,"ESTIMATED"
2017-10-02T20:00:00Z,2017-10-02 12:00:00,0,Approved,50,"ESTIMATED"
2017-10-02T22:00:00Z,2017-10-02 14:00:00,0,Approved,50,"ESTIMATED"
2017-10-03T00:00:00Z,2017-10-02 16:00:00,0,Approved,50,"ESTIMATED"
2017-10-03T02:00:00Z,2017-10-02 18:00:00,0,Approved,50,"ESTIMATED"
2017-10-03T04:00:00Z,2017-10-02 20:00:00,0,Approved,50,"ESTIMATED"
2017-10-03T06:00:00Z,2017-10-02 22:00:00,0,Approved,50,"ESTIMATED"
2017-10-03T08:00:00Z,2017-10-03 00:00:00,0,Approved,50,"ESTIMATED"
2017-10-03T10:00:00Z,2017-10-03 02:00:00,0,Approved,50,"ESTIMATED"
2017-10-03T12:00:00Z,2017-10-03 04:00:00,0,Approved,50,"ESTIMATED"
2017-10-03T14:00:00Z,2017-10-03 06:00:00,0,Approved,50,"ESTIMATED"
2017-10-03T16:00:00Z,2017-10-03 08:00:00,0,Approved,50,"ESTIMATED"
2017-10-03T18:00:00Z,2017-10-03 10:00:00,0,Approved,50,"ESTIMATED"
2017-10-03T20:00:00Z,2017-10-03 12:00:00,0,Approved,50,"ESTIMATED"
2017-10-03T22:00:00Z,2017-10-03 14:00:00,0,Approved,50,"ESTIMATED"
2017-10-04T00:00:00Z,2017-10-03 16:00:00,0,Approved,50,"ESTIMATED"
2017-10-04T02:00:00Z,2017-10-03 18:00:00,0,Approved,50,"ESTIMATED"
2017-10-04T04:00:00Z,2017-10-03 20:00:00,0,Approved,50,"ESTIMATED"
2017-10-04T06:00:00Z,2017-10-03 22:00:00,0,Approved,50,"ESTIMATED"
2017-10-04T08:00:00Z,2017-10-04 00:00:00,0,Approved,50,"ESTIMATED"
2017-10-04T10:00:00Z,2017-10-04 02:00:00,0,Approved,50,"ESTIMATED"
2017-10-04T12:00:00Z,2017-10-04 04:00:00,0,Approved,50,"ESTIMATED"
2017-10-04T14:00:00Z,2017-10-04 06:00:00,0,Approved,50,"ESTIMATED"
2017-10-04T16:00:00Z,2017-10-04 08:00:00,0,Approved,50,"ESTIMATED"
2017-10-04T18:00:00Z,2017-10-04 10:00:00,0,Approved,50,"ESTIMATED"
2017-10-04T20:00:00Z,2017-10-04 12:00:00,0,Approved,50,"ESTIMATED"
2017-10-04T22:00:00Z,2017-10-04 14:00:00,0,Approved,50,"ESTIMATED"
2017-10-05T00:00:00Z,2017-10-04 16:00:00,0,Approved,50,"ESTIMATED"
2017-10-05T02:00:00Z,2017-10-04 18:00:00,0,Approved,50,"ESTIMATED"
2017-10-05T04:00:00Z,2017-10-04 20:00:00,0,Approved,50,"ESTIMATED"
2017-10-05T06:00:00Z,2017-10-04 22:00:00,0,Approved,50,"ESTIMATED"
2017-10-05T08:00:00Z,2017-10-05 00:00:00,0,Approved,50,"ESTIMATED"
2017-10-05T10:00:00Z,2017-10-05 02:00:00,0,Approved,50,"ESTIMATED"
2017-10-05T12:00:00Z,2017-10-05 04:00:00,0,Approved,50,"ESTIMATED"
2017-10-05T14:00:00Z,2017-10-05 06:00:00,0,Approved,50,"ESTIMATED"
2017-10-05T16:00:00Z,2017-10-05 08:00:00,0,Approved,50,"ESTIMATED"
2017-10-05T18:00:00Z,2017-10-05 10:00:00,0,Approved,50,"ESTIMATED"
2017-10-05T20:00:00Z,2017-10-05 12:00:00,0,Approved,50,"ESTIMATED"
2017-10-05T22:00:00Z,2017-10-05 14:00:00,0,Approved,50,"ESTIMATED"
2017-10-06T00:00:00Z,2017-10-05 16:00:00,0,Approved,50,"ESTIMATED"
2017-10-06T02:00:00Z,2017-10-05 18:00:00,0,Approved,50,"ESTIMATED"
2017-10-06T04:00:00Z,2017-10-05 20:00:00,0,Approved,50,"ESTIMATED"
2017-10-06T06:00:00Z,2017-10-05 22:00:00,0,Approved,50,"ESTIMATED"
2017-10-06T08:00:00Z,2017-10-06 00:00:00,0,Approved,50,"ESTIMATED"
2017-10-06T10:00:00Z,2017-10-06 02:00:00,0,Approved,50,"ESTIMATED"
2017-10-06T12:00:00Z,2017-10-06 04:00:00,0,Approved,50,"ESTIMATED"
2017-10-06T14:00:00Z,2017-10-06 06:00:00,0,Approved,50,"ESTIMATED"
2017-10-06T16:00:00Z,2017-10-06 08:00:00,0,Approved,50,"ESTIMATED"
2017-10-06T18:00:00Z,2017-10-06 10:00:00,0,Approved,50,"ESTIMATED"
2017-10-06T20:00:00Z,2017-10-06 12:00:00,0,Approved,50,"ESTIMATED"
2017-10-06T22:00:00Z,2017-10-06 14:00:00,0,Approved,50,"ESTIMATED"
2017-10-07T00:00:00Z,2017-10-06 16:00:00,0,Approved,50,"ESTIMATED"
2017-10-07T02:00:00Z,2017-10-06 18:00:00,0,Approved,50,"ESTIMATED"
2017-10-07T04:00:00Z,2017-10-06 20:00:00,0,Approved,50,"ESTIMATED"
2017-10-07T06:00:00Z,2017-10-06 22:00:00,0,Approved,50,"ESTIMATED"
2017-10-07T08:00:00Z,2017-10-07 00:00:00,0,Approved,50,"ESTIMATED"
2017-10-07T10:00:00Z,2017-10-07 02:00:00,0,Approved,50,"ESTIMATED"
2017-10-07T12:00:00Z,2017-10-07 04:00:00,0,Approved,50,"ESTIMATED"
2017-10-07T14:00:00Z,2017-10-07 06:00:00,0,Approved,50,"ESTIMATED"
2017-10-07T16:00:00Z,2017-10-07 08:00:00,0,Approved,50,"ESTIMATED"
2017-10-07T18:00:00Z,2017-10-07 10:00:00,0,Approved,50,"ESTIMATED"
2017-10-07T20:00:00Z,2017-10-07 12:00:00,0,Approved,50,"ESTIMATED"
2017-10-07T22:00:00Z,2017-10-07 14:00:00,0,Approved,50,"ESTIMATED"
2017-10-08T00:00:00Z,2017-10-07 16:00:00,0,Approved,50,"ESTIMATED"
2017-10-08T02:00:00Z,2017-10-07 18:00:00,0,Approved,50,"ESTIMATED"
2017-10-08T04:00:00Z,2017-10-07 20:00:00,0,Approved,50,"ESTIMATED"
2017-10-08T06:00:00Z,2017-10-07 22:00:00,0,Approved,50,"ESTIMATED"
2017-10-08T08:00:00Z,2017-10-08 00:00:00,0,Approved,50,"ESTIMATED"
2017-10-08T10:00:00Z,2017-10-08 02:00:00,0,Approved,50,"ESTIMATED"
2017-10-08T12:00:00Z,2017-10-08 04:00:00,0,Approved,50,"ESTIMATED"
2017-10-08T14:00:00Z,2017-10-08 06:00:00,0,Approved,50,"ESTIMATED"
2017-10-08T16:00:00Z,2017-10-08 08:00:00,0,Approved,50,"ESTIMATED"
2017-10-08T18:00:00Z,2017-10-08 10:00:00,0,Approved,50,"ESTIMATED"
2017-10-08T20:00:00Z,2017-10-08 12:00:00,0,Approved,50,"ESTIMATED"
2017-10-08T22:00:00Z,2017-10-08 14:00:00,0,Approved,50,"ESTIMATED"
2017-10-09T00:00:00Z,2017-10-08 16:00:00,0,Approved,50,"ESTIMATED"
2017-10-09T02:00:00Z,2017-10-08 18:00:00,0,Approved,50,"ESTIMATED"
2017-10-09T04:00:00Z,2017-10-08 20:00:00,0,Approved,50,"ESTIMATED"
2017-10-09T06:00:00Z,2017-10-08 22:00:00,0,Approved,50,"ESTIMATED"
