"Date","Flow","Conc","Std.Err","SEP","L95","U95"
"2010-01-01",0,0,0,0,0,0
"2010-01-02",0,0,0,0,0,0
"2010-01-03",0,0,0,0,0,0
"2010-01-04",0,0,0,0,0,0
"2010-01-05",0,0,0,0,0,0
"2010-01-06",0,0,0,0,0,0
"2010-01-07",0,0,0,0,0,0
"2010-01-08",0,0,0,0,0,0
"2010-01-09",0,0,0,0,0,0
"2010-01-10",0,0,0,0,0,0
"2010-01-11",0,0,0,0,0,0
"2010-01-12",0,0,0,0,0,0
"2010-01-13",0,0,0,0,0,0
"2010-01-14",0,0,0,0,0,0
"2010-01-15",0,0,0,0,0,0
"2010-01-16",0,0,0,0,0,0
"2010-01-17",0,0,0,0,0,0
"2010-01-18",0,0,0,0,0,0
"2010-01-19",10.2,43.3127424560317,11.5991126147323,87.6527080641309,1.52495386366597,241.431526264659
"2010-01-20",109.62,64.5749751160937,12.5435589942943,130.138107372595,2.29308697004429,359.28039999375
"2010-01-21",5048,119.920001860814,24.2848504158817,241.772571068493,4.254889709553,667.328032361864
"2010-01-22",3729,114.320230720286,22.3529066658075,230.404004420107,4.05905163576701,636.069144802099
"2010-01-23",1520,99.1028544163841,17.8941080050958,199.596053532454,3.52375614953632,551.229483668821
"2010-01-24",632,86.0412831281073,15.0876491975064,173.250072527485,3.06076704114768,478.52943593559
"2010-01-25",435,80.9778298049122,14.2664443500282,163.060280463412,2.88043251295244,450.375612178284
"2010-01-26",4621,118.260433372869,23.6970283894173,238.40153442202,4.19691542882301,658.061806396131
"2010-01-27",3084,110.931937382761,21.256898485611,223.533508763204,3.94025334287468,617.165428202328
"2010-01-28",1097,94.0499296852892,16.6914537199613,189.393510447242,3.34502690984984,523.092174198689
"2010-01-29",642,86.2603264141206,15.1265292002978,173.691172257336,3.06855763581145,479.747723459228
"2010-01-30",471,82.0320802882449,14.4252609522308,165.180809539175,2.91801819060532,456.236138784655
"2010-01-31",378,79.1459911218683,14.0054376221351,159.377026914486,2.81507661993507,440.194149974828
"2010-02-01",321,77.0622242774779,13.731187144562,155.18925768125,2.74065882297759,428.614973881056
"2010-02-02",277,75.2262608803464,13.5090033878643,151.501284839129,2.6750262711863,418.415011017194
"2010-02-03",253,74.1176977895666,13.3834221001384,149.275274784761,2.63536790069077,412.257222720356
"2010-02-04",388.4,79.4969825135511,14.0539909224971,160.082630807304,2.82760391004245,442.144819098487
"2010-02-05",429.96,80.8243633035972,14.2438524129324,162.751643012534,2.87495950736198,449.522556995884
"2010-02-06",508,83.0464731181388,14.5840745179384,167.221695862035,2.95416376206378,461.875751673835
"2010-02-07",543,83.9497514644016,14.7304804415145,169.039464237936,2.98633419466683,466.898153683624
"2010-02-08",491,82.588485356587,14.5116401364472,166.300192884168,2.9378467397026,459.329445967387
