"Date","Flow","Flux","Std.Err","SEP","L95","U95"
"2010-01-01",0,0,0,0,0,0
"2010-01-02",0,0,0,0,0,0
"2010-01-03",0,0,0,0,0,0
"2010-01-04",0,0,0,0,0,0
"2010-01-05",0,0,0,0,0,0
"2010-01-06",0,0,0,0,0,0
"2010-01-07",0,0,0,0,0,0
"2010-01-08",0,0,0,0,0,0
"2010-01-09",0,0,0,0,0,0
"2010-01-10",0,0,0,0,0,0
"2010-01-11",0,0,0,0,0,0
"2010-01-12",0,0,0,0,0,0
"2010-01-13",0,0,0,0,0,0
"2010-01-14",0,0,0,0,0,0
"2010-01-15",0,0,0,0,0,0
"2010-01-16",0,0,0,0,0,0
"2010-01-17",0,0,0,0,0,0
"2010-01-18",0,0,0,0,0,0
"2010-01-19",10.2,0.00108087839975718,0.000289458241843522,0.00218739136439719,3.80555374413295e-05,0.00602497341313413
"2010-01-20",109.62,0.0173186895977091,0.00336412060965714,0.0349023980594226,0.000614994607307813,0.0963572299416156
"2010-01-21",5048,1.48105762399002,0.299927137217236,2.98598318927757,0.052549505896957,8.24175495870817
"2010-01-22",3729,1.04298114878134,0.203932935791339,2.10205168126609,0.0370320660856546,5.80306847824334
"2010-01-23",1520,0.368545179138615,0.0665448768209468,0.742260792888692,0.0131041971424904,2.04992045881897
"2010-01-24",632,0.133040828237281,0.0233291888759968,0.267886906154687,0.00473269304548244,0.739923327212084
"2010-01-25",435,0.0861819613698769,0.0151832934856773,0.173539533279866,0.00306554675782474,0.479319508837634
"2010-01-26",4621,1.33701542578699,0.267911182091481,2.69529309109321,0.0474490115607349,7.43984070696601
"2010-01-27",3084,0.837012512829187,0.160389247991215,1.6866228812529,0.0297303141929713,4.65668587472577
"2010-01-28",1097,0.252421350533014,0.0447983247208628,0.508314741373618,0.00897774419570265,1.40393122567985
"2010-01-29",642,0.13548995811535,0.0237593908209344,0.272818462785125,0.00481981419413645,0.753544551202595
"2010-01-30",471,0.0945291201284134,0.0166228531634992,0.190345003214676,0.0033625587839264,0.52574066897358
"2010-01-31",378,0.073195048868499,0.0129523766973433,0.147393558497683,0.00260341260358387,0.407096201093528
"2010-02-01",321,0.0605212035094002,0.0107838565435549,0.12187866018219,0.00215239012326346,0.336614914809473
"2010-02-02",277,0.0509812204650651,0.00915512045748075,0.10267319300352,0.00181287894034704,0.283561985826598
"2010-02-03",253,0.0458778889049401,0.00828416384400946,0.0923994494748552,0.00163125838232676,0.255181847620505
"2010-02-04",388.4,0.07554241225735,0.0133548764050575,0.152119334697212,0.00268694500804802,0.420150364757545
"2010-02-05",429.96,0.0850220025014431,0.0149836114493922,0.17120420170677,0.00302427145094618,0.472868654962
"2010-02-06",508,0.103215730061277,0.018126066550412,0.207834345885964,0.00367163297898217,0.574050180752641
