"Date","Flow","Conc","Std.Err","SEP","L95","U95"
"2012-11-10",0,0,0,0,0,0
"2012-11-11",0,0,0,0,0,0
"2012-11-12",0,0,0,0,0,0
"2012-11-13",0,0,0,0,0,0
"2012-11-14",0,0,0,0,0,0
"2012-11-15",0,0,0,0,0,0
"2012-11-16",0,0,0,0,0,0
"2012-11-17",0,0,0,0,0,0
"2012-11-18",0,0,0,0,0,0
"2012-11-19",0,0,0,0,0,0
"2012-11-20",0,0,0,0,0,0
"2012-11-21",0,0,0,0,0,0
"2012-11-22",0,0,0,0,0,0
"2012-11-23",0,0,0,0,0,0
"2012-11-24",0,0,0,0,0,0
"2012-11-25",0,0,0,0,0,0
"2012-11-26",0,0,0,0,0,0
"2012-11-27",0,0,0,0,0,0
"2012-11-28",0,0,0,0,0,0
"2012-11-29",0,0,0,0,0,0
"2012-11-30",0,0,0,0,0,0
"2012-12-01",0,0,0,0,0,0
"2012-12-02",0,0,0,0,0,0
"2012-12-03",1210,0.430187044433857,0.0712582722961287,0.369470444093118,0.0727323327930748,1.46429037400016
"2012-12-04",369,0.330759449567991,0.0784920097188616,0.289583170441736,0.054243913951009,1.14170930475448
"2012-12-05",281,0.313573934066111,0.0797829717749937,0.276040806379979,0.0509785524921499,1.08669920571148
"2012-12-06",386,0.333775543993694,0.0782603033290112,0.291968407057372,0.0548149460637385,1.15138729200801
"2012-12-07",321,0.321746988462674,0.0791759643835783,0.282470833376215,0.0525339519842523,1.11283200839384
"2012-12-08",157,0.282342946464126,0.0819470484626077,0.251656306782875,0.0449939615742543,0.987348391366749
"2012-12-09",87.3,0.257296658257893,0.0834767645403108,0.232346457269768,0.0401454212172898,0.908332950203804
"2012-12-10",58.9,0.24356331528663,0.0842537416833126,0.221878537813618,0.0374649884793343,0.865325251612713
"2012-12-11",39.2,0.23160222879408,0.0849310061172876,0.212857314730272,0.0351132723555438,0.828120171995469
"2012-12-12",24,0.219888757792344,0.0856674187402332,0.204151766219837,0.0327861216270043,0.792026268784174
"2012-12-13",9.87,0.205191618666979,0.0870728376832606,0.193607210365042,0.0297876374390308,0.747753326688416
"2012-12-14",0.18,0.224708822491079,0.105749629397775,0.21689623526939,0.0314040102425837,0.832379542274534
"2012-12-15",0,0,0,0,0,0
"2012-12-16",0,0,0,0,0,0
"2012-12-17",0,0,0,0,0,0
"2012-12-18",0,0,0,0,0,0
"2012-12-19",0,0,0,0,0,0
"2012-12-20",0,0,0,0,0,0
"2012-12-21",0,0,0,0,0,0
"2012-12-22",268,0.310763529935651,0.0799883186448854,0.27383423011208,0.0504426805533231,1.07772541027069
"2012-12-23",2020,0.48884569343209,0.0694463628129721,0.417779744503217,0.0832960422691673,1.65797036072073
"2012-12-24",5570,0.644482021788399,0.0882890210646303,0.550256751500081,0.109982997077575,2.18428257346767
"2012-12-25",1860,0.478619405153412,0.069510940193654,0.409295061669245,0.0814736270623639,1.6240244535353
"2012-12-26",1110,0.421378089142519,0.0717731581715297,0.362290688727367,0.0711232517624314,1.43542055217072
"2012-12-27",909,0.402040513510623,0.0730459271091401,0.346598284309794,0.0675707282248254,1.37224176468381
"2012-12-28",763,0.38624470503652,0.0741926987020461,0.33385036083897,0.0646485395713822,1.32083523013039
"2012-12-29",1080,0.418639289164109,0.0719423709257419,0.360062414274349,0.0706217883820934,1.42645604546914
"2012-12-30",1170,0.426720113896291,0.071455321672159,0.36664238033692,0.0720997429167514,1.45292141354731
"2012-12-31",1090,0.419557441789572,0.0718851909291094,0.360809207864718,0.0707899607647303,1.42946069367465
"2013-01-01",1130,0.423178365825334,0.0716641949074056,0.36375641622279,0.0714525704031241,1.44131608411841
"2013-01-02",1140,0.424071048498612,0.0716108520718073,0.364483513059384,0.0716157760392444,1.44424030343594
"2013-01-03",1150,0.424958855133016,0.0715582620438585,0.3652068377045,0.071778031063056,1.44714912152314
"2013-01-04",1040,0.414912613877668,0.0721789699438091,0.357033450710438,0.0699385525080273,1.41426678261216
"2013-01-05",703,0.379204837057873,0.0747248378161765,0.328189376786028,0.0633403821345539,1.29798270096521
"2013-01-06",465,0.34680345239914,0.0772480231504356,0.302299778368785,0.0572744059100798,1.19327020637796
"2013-01-07",344,0.326162853535969,0.078842553093281,0.285952852433203,0.0533724690996157,1.126973258119
"2013-01-08",283,0.313999114264518,0.0797517470774902,0.276374835679703,0.0510595776380888,1.08805738443371
"2013-01-09",206,0.296047187142359,0.0810310623429254,0.262318426108474,0.0476280651783462,1.03084095605879
"2013-01-10",153,0.281114713215074,0.0820263759907445,0.250703816457093,0.044757256248039,0.983458739502529
"2013-01-11",120,0.270144068992549,0.0827145845899511,0.242220385204034,0.0426382808720902,0.94878112888201
"2013-01-12",103,0.263769089139834,0.0830982411040103,0.237312083337549,0.0414029170888765,0.928687139895471
"2013-01-13",87.4,0.257339980100882,0.0834742640791179,0.232379630597075,0.0401538494135251,0.908469019840138
"2013-01-14",66,0.247304654264717,0.0840442795340359,0.224720097946321,0.0381970285950157,0.877014868376102
"2013-01-15",40.3,0.232347912505405,0.0848876919549417,0.213416453217879,0.0352604800836079,0.830431011658517
"2013-01-16",32.2,0.226569881264948,0.085231566331374,0.209097777211097,0.0341172239057803,0.812561871998828
"2013-01-17",22.9,0.218911177097454,0.085736694904705,0.203433448174082,0.0325902878340616,0.789035836730577
"2013-01-18",14.4,0.210485227594617,0.0864410898535223,0.197324316103883,0.0308852636124299,0.763481148554355
"2013-01-19",6.98,0.201489189035818,0.0877294724928492,0.191126075132936,0.028992624168667,0.737076622682857
"2013-01-20",0.86,0.200584534078083,0.0946442734309771,0.193731585443941,0.0280031033789082,0.743350076755619
"2013-01-21",0,0,0,0,0,0
"2013-01-22",0,0,0,0,0,0
"2013-01-23",0,0,0,0,0,0
"2013-01-24",0,0,0,0,0,0
"2013-01-25",0,0,0,0,0,0
"2013-01-26",0,0,0,0,0,0
"2013-01-27",0,0,0,0,0,0
"2013-01-28",0,0,0,0,0,0
"2013-01-29",0,0,0,0,0,0
"2013-01-30",0,0,0,0,0,0
"2013-01-31",0,0,0,0,0,0
"2013-02-01",0,0,0,0,0,0
"2013-02-02",0,0,0,0,0,0
"2013-02-03",0,0,0,0,0,0
"2013-02-04",0,0,0,0,0,0
"2013-02-05",0,0,0,0,0,0
"2013-02-06",0,0,0,0,0,0
"2013-02-07",0,0,0,0,0,0
"2013-02-08",0,0,0,0,0,0
"2013-02-09",0,0,0,0,0,0
"2013-02-10",0,0,0,0,0,0
"2013-02-11",0,0,0,0,0,0
"2013-02-12",0,0,0,0,0,0
"2013-02-13",0,0,0,0,0,0
"2013-02-14",0,0,0,0,0,0
"2013-02-15",0,0,0,0,0,0
"2013-02-16",0,0,0,0,0,0
"2013-02-17",0,0,0,0,0,0
"2013-02-18",0,0,0,0,0,0
"2013-02-19",0,0,0,0,0,0
"2013-02-20",0,0,0,0,0,0
"2013-02-21",0,0,0,0,0,0
"2013-02-22",0,0,0,0,0,0
