"Date","Flow","Conc","Std.Err","SEP","L95","U95"
"2010-01-01",0,0,0,0,0,0
"2010-01-02",0,0,0,0,0,0
"2010-01-03",0,0,0,0,0,0
"2010-01-04",0,0,0,0,0,0
"2010-01-05",0,0,0,0,0,0
"2010-01-06",0,0,0,0,0,0
"2010-01-07",0,0,0,0,0,0
"2010-01-08",0,0,0,0,0,0
"2010-01-09",0,0,0,0,0,0
"2010-01-10",0,0,0,0,0,0
"2010-01-11",0,0,0,0,0,0
"2010-01-12",0,0,0,0,0,0
"2010-01-13",0,0,0,0,0,0
"2010-01-14",0,0,0,0,0,0
"2010-01-15",0,0,0,0,0,0
"2010-01-16",0,0,0,0,0,0
"2010-01-17",0,0,0,0,0,0
"2010-01-18",0,0,0,0,0,0
"2010-01-19",10.2,0.729307033458813,0.282700974037219,0.741144483755213,0.0957366864906304,2.733151135739
"2010-01-20",109.62,0.559188120757266,0.100414745560823,0.534811678851042,0.081296028739897,2.00882618000273
"2010-01-21",5048,1.2914022199845,0.303826461832602,1.25060839731015,0.183893977169026,4.67995905294268
"2010-01-22",3729,1.14011599588807,0.248692300608557,1.09951712346873,0.163480259890717,4.11968852266965
"2010-01-23",1520,0.834388927761541,0.157376224255124,0.799466363757227,0.120940655092399,3.00127826644036
"2010-01-24",632,0.669615624454622,0.118477640360453,0.640095981322884,0.0974332436722258,2.40465750358433
"2010-01-25",435,0.625858849699605,0.109015078760797,0.597952135677706,0.0911461080290018,2.24668919024747
"2010-01-26",4621,1.24288254588485,0.285162958636895,1.2018810334586,0.177412318985965,4.49956684358536
"2010-01-27",3084,1.05857439308262,0.221418727509639,1.01877528569731,0.152309837637187,3.81952171630668
"2010-01-28",1097,0.760487893736851,0.138978306268106,0.72779370837019,0.110446296496747,2.73318041042685
"2010-01-29",642,0.671040161718187,0.118591927090074,0.641432234046543,0.0976469494842361,2.40970597901315
"2010-01-30",471,0.633397052842872,0.110426728276859,0.605172199979607,0.0922393836120899,2.27379702908849
"2010-01-31",378,0.61191426303633,0.105890714619177,0.584502944107423,0.0891472214812603,2.19629805514787
"2010-02-01",321,0.598495493555837,0.103139925260843,0.571607773627716,0.0872118766146871,2.14793066473004
"2010-02-02",277,0.588142063476705,0.101108918288733,0.561675000704982,0.0857144277744266,2.11065611051108
"2010-02-03",253,0.582521272113612,0.100054219205972,0.556291242231352,0.08489928716844,2.09044290657238
"2010-02-04",388.4,0.613811024434355,0.106138914378514,0.58630024462972,0.0894272134620354,2.20306773742325
"2010-02-05",429.96,0.623257780895294,0.1080684608578,0.595377263576338,0.0907899749850124,2.23711519820087
"2010-02-06",508,0.640771706509215,0.111736626464327,0.612222647020631,0.0933122137372182,2.3002825339269
"2010-02-07",543,0.648390393746392,0.11332963702356,0.619550214176278,0.0944094852845364,2.32775999489878
